name,height,weight,reach,stance,wins,losses,draws
Chad Mendes,"5' 6""",145 lbs.,"66.0""",Orthodox,18,5,0
Augusto Mendes,"5' 6""",135 lbs.,"65.0""",Orthodox,6,2,0
Eddie Mendez,"5' 10""",185 lbs.,--,,8,3,1
Mateus Mendonca,"5' 6""",125 lbs.,"71.0""",Orthodox,10,3,0
Luis Mendoza,--,155 lbs.,--,,0,1,0
Pietro Menga,"5' 7""",125 lbs.,"68.0""",Southpaw,13,0,0
Alonzo Menifield,"6' 0""",205 lbs.,"76.0""",Orthodox,16,5,1
Ivan Menjivar,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0
Dave Menne,"5' 10""",170 lbs.,--,Orthodox,45,17,2
Steve Mensing,"5' 11""",185 lbs.,--,Orthodox,9,13,2
Buck Meredith,"6' 2""",185 lbs.,--,,3,3,0
Adam Meredith,"6' 2""",170 lbs.,--,,5,3,0
Nick Meregali,--,--,--,,0,0,0
Joe Merritt,"6' 0""",170 lbs.,--,Orthodox,7,2,0
Jeremiah Metcalf,"6' 1""",185 lbs.,--,Orthodox,13,7,0
Jonathan Meunier,"6' 3""",170 lbs.,--,Switch,8,1,0
Yaotzin Meza,"5' 9""",145 lbs.,"71.0""",Orthodox,21,11,0
Guy Mezger,"6' 1""",200 lbs.,--,Orthodox,30,14,2
Jonathan Micallef,"6' 0""",170 lbs.,"77.0""",Southpaw,8,1,0
Brandon Michaels,"5' 9""",185 lbs.,--,,4,14,0
Andreas Michailidis,"6' 0""",170 lbs.,"76.0""",Orthodox,13,6,0
David Michaud,"5' 9""",155 lbs.,--,Orthodox,11,3,0
Chris Mickle,"5' 9""",145 lbs.,--,Orthodox,30,21,2
Zachary Micklewright,"6' 0""",155 lbs.,"74.0""",Southpaw,15,3,0
Kristof Midoux,"6' 1""",220 lbs.,--,Orthodox,6,10,0
Keith Mielke,"5' 8""",185 lbs.,--,,0,5,0
Chris Mierzwiak,"6' 1""",185 lbs.,--,,5,3,0
Gabriel Miglioli,"5' 8""",170 lbs.,--,,9,9,0
Bojan Mihajlovic,"5' 11""",205 lbs.,"73.0""",Orthodox,10,6,0
Billy Miles,"5' 10""",170 lbs.,--,Orthodox,2,2,0
Pat Miletich,"5' 10""",170 lbs.,--,Orthodox,29,7,2
Curtis Millender,"6' 2""",170 lbs.,"76.0""",Orthodox,17,5,0
Phillip Miller,"5' 11""",185 lbs.,--,Orthodox,16,0,0
Jason Miller,"6' 1""",185 lbs.,--,Orthodox,23,10,0
Dan Miller,"6' 1""",185 lbs.,"74.0""",Orthodox,14,8,0
Jim Miller,"5' 8""",155 lbs.,"71.0""",Southpaw,38,18,0
Cole Miller,"6' 1""",145 lbs.,"73.0""",Orthodox,21,11,0
Henry Miller,"5' 7""",270 lbs.,--,Southpaw,6,16,0
Micah Miller,"6' 0""",145 lbs.,--,Orthodox,20,8,0
Aaron Miller,"5' 9""",145 lbs.,--,,14,10,0
Mo Miller,"5' 8""",135 lbs.,"72.0""",Orthodox,6,0,0
Juliana Miller,"5' 7""",125 lbs.,"66.0""",Orthodox,4,3,0
Eddy Millis,"6' 1""",185 lbs.,--,,0,2,0
Che Mills,"6' 1""",170 lbs.,"76.0""",Orthodox,16,10,0
Adam Milstead,"6' 3""",205 lbs.,"76.0""",Orthodox,8,4,0
Alberto Mina,"6' 0""",170 lbs.,"77.0""",Orthodox,13,1,0
Vitaly Minakov,"6' 2""",249 lbs.,--,,20,0,0
Darrick Minner,"5' 7""",145 lbs.,"69.0""",Orthodox,26,14,0
Mike Minniger,--,--,--,,0,0,0
Ikuhisa Minowa,"5' 9""",181 lbs.,--,Orthodox,60,42,8
Carlton Minus,"5' 10""",170 lbs.,"75.0""",Orthodox,10,3,0
Stipe Miocic,"6' 4""",240 lbs.,"80.0""",Orthodox,20,5,0
Frank Mir,"6' 3""",264 lbs.,"79.0""",Southpaw,18,11,0
Juan Miranda,--,155 lbs.,--,,7,5,0
Mario Miranda,"6' 3""",185 lbs.,"74.0""",Orthodox,14,7,0
Vitor Miranda,"6' 1""",185 lbs.,"77.0""",Orthodox,12,5,0
Gabriel Miranda,"5' 11""",145 lbs.,"71.0""",Orthodox,17,8,0
Damir Mirenic,"6' 0""",185 lbs.,--,Orthodox,9,4,0
Kazuo Misaki,"5' 8""",183 lbs.,--,Orthodox,25,11,2
Toby Misech,"5' 8""",145 lbs.,--,Southpaw,9,5,0
Dokonjonosuke Mishima,"5' 7""",155 lbs.,--,Southpaw,21,7,2
Felix Lee Mitchell,--,--,--,Orthodox,2,7,0
David Mitchell,"6' 0""",170 lbs.,"75.0""",Orthodox,22,7,0
Danny Mitchell,"6' 2""",170 lbs.,--,Orthodox,19,9,1
Brad Mitchell,"5' 11""",145 lbs.,--,,4,2,0
Clay Mitchell,"6' 2""",185 lbs.,--,,1,2,0
Bryce Mitchell,"5' 10""",145 lbs.,"70.0""",Southpaw,17,3,0
Maurice Mitchell,"5' 9""",145 lbs.,--,Orthodox,11,2,0
Terrence Mitchell,"5' 10""",135 lbs.,"74.0""",Orthodox,14,4,0
Roman Mitichyan,"5' 10""",170 lbs.,--,Orthodox,8,3,0
Matt Mitrione,"6' 3""",265 lbs.,"82.0""",Switch,12,5,0
Eiji Mitsuoka,"5' 7""",145 lbs.,--,Southpaw,18,9,2
Hiromitsu Miura,"5' 9""",170 lbs.,"71.0""",Orthodox,12,7,0
Jonathan Mix,"6' 0""",168 lbs.,--,,7,4,0
Tomoya Miyashita,"5' 7""",139 lbs.,--,Southpaw,17,9,7
Kazuyuki Miyata,"5' 8""",139 lbs.,--,Orthodox,15,9,0
Motoki Miyazawa,"5' 11""",168 lbs.,--,Southpaw,7,3,0
Takeya Mizugaki,"5' 7""",135 lbs.,"69.0""",Orthodox,21,11,2
 Mizuki,"5' 3""",115 lbs.,"65.0""",Orthodox,15,6,0
Tatsuya Mizuno,"6' 1""",205 lbs.,--,Southpaw,16,12,1
Roxanne Modafferi,"5' 7""",125 lbs.,"69.0""",Orthodox,25,21,0
Bobby Moffett,"5' 10""",145 lbs.,"73.0""",Orthodox,13,5,0
Bronson Mohika,--,135 lbs.,--,,1,1,0
Nate Mohr,"5' 9""",155 lbs.,"72.0""",Orthodox,9,7,0
Renato Moicano,"5' 11""",155 lbs.,"72.0""",Orthodox,20,6,1
Thiago Moises,"5' 9""",155 lbs.,"70.0""",Orthodox,19,8,0
Muhammad Mokaev,"5' 7""",125 lbs.,"70.0""",Orthodox,13,0,0
Ashkan Mokhtarian,"5' 6""",125 lbs.,"67.0""",Southpaw,13,3,0
Suman Mokhtarian,"5' 8""",145 lbs.,"72.0""",Orthodox,8,5,0
Dan Molina,"5' 10""",216 lbs.,--,,13,9,0
Jeff Molina,"5' 6""",125 lbs.,"69.0""",Orthodox,11,2,0
Rudyard Moncayo,"5' 10""",195 lbs.,--,Orthodox,0,3,0
Hidetaka Monma,"6' 0""",168 lbs.,--,Orthodox,18,11,4
Jeff Monson,"5' 9""",247 lbs.,"74.0""",Orthodox,60,26,1
Darrell Montague,"5' 6""",125 lbs.,"67.0""",Southpaw,13,5,0
Andrew Montanez,--,185 lbs.,--,,9,12,1
Augusto Montano,"6' 1""",170 lbs.,"73.0""",Orthodox,15,3,0
Erick Montano,"6' 0""",170 lbs.,"73.0""",Orthodox,7,5,0
Nicco Montano,"5' 5""",135 lbs.,"65.0""",Southpaw,5,3,0
Antonio Monteiro,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,1
Alberto Montes,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0
Steve Montgomery,"6' 4""",185 lbs.,--,Southpaw,9,5,0
James Moontasri,"5' 10""",170 lbs.,"71.0""",Switch,9,5,0
Homer Moore,"5' 10""",205 lbs.,--,Orthodox,26,9,2
Todd Moore,"5' 9""",170 lbs.,"71.0""",Southpaw,16,7,0
Nate Moore,"6' 0""",170 lbs.,--,,8,4,0
Dustin Moore,"5' 4""",125 lbs.,--,,0,2,0
Taylor Moore,"5' 10""",135 lbs.,"70.0""",Southpaw,10,5,0
Sergio Moraes,"6' 0""",170 lbs.,"72.0""",Orthodox,14,6,1
Marlon Moraes,"5' 6""",135 lbs.,"67.0""",Orthodox,23,10,1
Sheymon Moraes,"5' 8""",145 lbs.,"72.0""",Orthodox,11,4,0
John Moraga,"5' 6""",125 lbs.,"66.0""",Orthodox,19,7,0
Ricardo Morais,"6' 8""",270 lbs.,--,Orthodox,10,4,1
Leonardo Morales,"5' 8""",135 lbs.,--,Southpaw,6,2,0
Albert Morales,"5' 9""",135 lbs.,"72.0""",Orthodox,7,4,1
Joseph Morales,"5' 6""",125 lbs.,"69.0""",Switch,9,2,0
Vince Morales,"5' 7""",135 lbs.,"70.0""",Orthodox,16,10,0
Omar Morales,"5' 11""",155 lbs.,"73.0""",Orthodox,11,4,0
Michael Morales,"6' 0""",170 lbs.,"79.0""",Orthodox,17,0,0
Sarah Moras,"5' 7""",135 lbs.,"67.0""",Orthodox,6,8,0
Christian Morecraft,"6' 6""",260 lbs.,"81.0""",Orthodox,8,3,0
Joe Moreira,"5' 11""",195 lbs.,--,Southpaw,2,2,0
Richardson Moreira,"6' 2""",185 lbs.,--,Orthodox,7,4,0
Gisele Moreira,"5' 6""",135 lbs.,--,Orthodox,8,3,0
Vinicius Moreira,"6' 4""",205 lbs.,"76.0""",Orthodox,9,5,0
Jesse Moreng,"5' 7""",145 lbs.,--,Orthodox,9,1,0
Brandon Moreno,"5' 7""",125 lbs.,"70.0""",Orthodox,23,8,2
Mike Moreno,"6' 0""",185 lbs.,--,,6,5,0
Dan Moret,"6' 0""",155 lbs.,"73.0""",Southpaw,13,6,0
Sammy Morgan,"5' 10""",170 lbs.,--,Orthodox,18,12,0
Peggy Morgan,"6' 1""",135 lbs.,--,,4,4,0
Alexander Morgan,"5' 10""",145 lbs.,"71.0""",Orthodox,11,5,0
Alex Morono,"5' 11""",170 lbs.,"72.0""",Orthodox,24,12,0
Maryna Moroz,"5' 7""",125 lbs.,"67.0""",Orthodox,11,6,0
Sergey Morozov,"5' 6""",135 lbs.,"67.0""",Orthodox,19,5,0
Brad Morris,"6' 2""",205 lbs.,--,Orthodox,10,6,0
Scott Morris,"5' 10""",210 lbs.,--,Orthodox,2,1,0
Anthony Morrison,"5' 7""",145 lbs.,--,Orthodox,20,12,0
Jack Morrison,"5' 11""",205 lbs.,--,,0,3,0
Harry Moskowitz,"6' 5""",275 lbs.,--,Orthodox,6,12,0
Carlos Mota,"5' 4""",125 lbs.,"69.0""",Orthodox,8,2,0
Miki Motono,"5' 2""",115 lbs.,"63.0""",Southpaw,8,5,0
Juan Mott,"6' 0""",190 lbs.,--,Switch,3,4,0
Nikolas Motta,"5' 9""",155 lbs.,"70.0""",Orthodox,15,5,0
Flavio Luiz Moura,"5' 11""",183 lbs.,--,Open Stance,19,7,0
Eduarda Moura,"5' 6""",125 lbs.,"66.0""",Orthodox,11,1,0
Gegard Mousasi,"6' 2""",185 lbs.,"76.0""",Orthodox,42,6,2
Kris Moutinho,"5' 7""",135 lbs.,"68.0""",Southpaw,9,6,0
Kin Moy,"5' 5""",135 lbs.,--,,8,3,0
Jamie Moyle,"5' 1""",115 lbs.,"65.0""",Orthodox,4,3,0
Askar Mozharov,"6' 3""",205 lbs.,"74.0""",Orthodox,19,13,0
Garrett Mueller,"5' 9""",135 lbs.,--,,3,3,0
Lauren Mueller,"5' 5""",125 lbs.,"67.0""",Orthodox,5,3,0
Belal Muhammad,"5' 11""",170 lbs.,"72.0""",Orthodox,24,3,0
Fazlo Mulabitinovic,--,135 lbs.,--,,4,2,0
Quinn Mulhern,"6' 3""",155 lbs.,--,Orthodox,18,4,0
James Mulheron,"5' 10""",243 lbs.,"73.0""",Orthodox,11,2,0
Jamie Mullarkey,"6' 0""",155 lbs.,"74.0""",Orthodox,17,8,0
Jim Mullen,"6' 1""",215 lbs.,--,Southpaw,0,2,0
Melissa Mullins,"5' 7""",135 lbs.,"68.0""",Orthodox,7,1,0
Pedro Munhoz,"5' 6""",135 lbs.,"65.0""",Orthodox,20,10,0
Andre Muniz,"6' 1""",185 lbs.,"78.0""",Southpaw,24,6,0
Mark Munoz,"6' 0""",185 lbs.,"71.0""",Orthodox,14,6,0
Alexander Munoz,"5' 9""",155 lbs.,"72.0""",Switch,7,2,0
Johnny Munoz,"5' 9""",135 lbs.,"71.0""",Orthodox,12,4,0
Andy Murad,"5' 9""",185 lbs.,--,,15,2,0
Olivier Murad,"5' 10""",145 lbs.,"72.0""",Southpaw,6,0,0
Makhmud Muradov,"6' 2""",185 lbs.,"75.0""",Orthodox,26,8,0
Kazunari Murakami,"6' 1""",220 lbs.,--,Orthodox,5,5,0
Ryuichi Murata,"5' 8""",183 lbs.,--,Orthodox,8,3,1
Kanako Murata,"5' 1""",115 lbs.,"62.0""",Orthodox,12,3,0
Ailiya Muratbek,--,155 lbs.,--,,9,2,0
Vince Murdock,"5' 6""",145 lbs.,"64.0""",Orthodox,12,4,0
Samandar Murodov,"6' 1""",170 lbs.,"75.0""",Orthodox,11,0,0
Tom Murphy,"6' 2""",227 lbs.,--,Southpaw,8,0,0
Ian Murphy,"6' 1""",185 lbs.,--,Orthodox,1,1,0
Jon Murphy,"6' 3""",260 lbs.,--,Orthodox,6,4,0
Lauren Murphy,"5' 5""",125 lbs.,"67.0""",Orthodox,16,6,0
Patrick Murphy,"6' 0""",170 lbs.,--,,5,3,0
Lerone Murphy,"5' 9""",145 lbs.,"73.0""",Orthodox,15,0,1
Lee Murray,"6' 3""",185 lbs.,--,Orthodox,8,2,1
Jesse Murray,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,0
Khalid Murtazaliev,"6' 0""",185 lbs.,"76.0""",Orthodox,14,2,0
Azamat Murzakanov,"5' 10""",205 lbs.,"71.0""",Southpaw,14,0,0
Josias Musasa,"5' 8""",135 lbs.,"74.0""",Southpaw,8,1,0
Nicholas Musoke,"6' 0""",170 lbs.,"75.0""",Orthodox,13,5,0
Andre Mussi,"6' 3""",242 lbs.,--,Orthodox,11,5,0
Magomed Mustafaev,"5' 8""",155 lbs.,"71.0""",Orthodox,14,4,0
Max Mustaki,"6' 0""",155 lbs.,--,Orthodox,6,3,0
Elvis Mutapcic,"6' 0""",185 lbs.,"72.0""",Orthodox,15,6,1
Fiona Muxlow,"5' 4""",145 lbs.,--,,6,3,0
Ho Bae Myeon,"5' 11""",168 lbs.,--,Orthodox,13,5,1
Katsuhiko Nagata,"5' 7""",154 lbs.,--,Southpaw,6,7,3
Yuji Nagata,"6' 0""",225 lbs.,--,Orthodox,0,2,0
Greg Nagy,"6' 1""",210 lbs.,--,Orthodox,1,3,0
Logan Nail,--,185 lbs.,--,,1,1,0
Muhammad Naimov,"5' 9""",145 lbs.,"70.0""",Orthodox,12,3,0
Yukiya Naito,"6' 1""",205 lbs.,--,Orthodox,15,6,2
Yura Naito,"6' 0""",185 lbs.,"74.0""",Orthodox,6,1,0
Andrews Nakahara,"6' 1""",185 lbs.,--,Orthodox,5,4,2
Rin Nakai,"5' 1""",135 lbs.,--,Orthodox,19,2,1
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70.0""",Orthodox,21,13,0
Keita Nakamura,"5' 11""",170 lbs.,"73.0""",Southpaw,34,10,2
Daisuke Nakamura,"5' 7""",154 lbs.,--,Orthodox,28,19,1
Yusaku Nakamura,"5' 5""",145 lbs.,--,,14,4,1
Rinya Nakamura,"5' 7""",135 lbs.,"68.0""",Southpaw,9,1,0
Tokitaka Nakanishi,"5' 6""",135 lbs.,"66.0""",Orthodox,12,4,0
Jutaro Nakao,"5' 9""",170 lbs.,--,Southpaw,25,19,4
Yoshihiro Nakao,"6' 0""",220 lbs.,--,Southpaw,9,3,0
Yui Chul Nam,"5' 9""",145 lbs.,--,Orthodox,18,8,1
Tyson Nam,"5' 7""",125 lbs.,"68.0""",Orthodox,21,14,1
Rose Namajunas,"5' 5""",125 lbs.,"65.0""",Orthodox,14,7,0
Yasuhito Namekawa,"5' 9""",205 lbs.,--,Orthodox,25,16,4
Nad Narimani,"5' 8""",145 lbs.,"70.0""",Orthodox,12,4,0
Roger Narvaez,"6' 3""",185 lbs.,--,Southpaw,8,3,0
Fabio Nascimento,"5' 10""",185 lbs.,--,Orthodox,11,6,0
Allan Nascimento,"5' 8""",125 lbs.,"69.0""",Orthodox,20,6,0
Rodrigo Nascimento,"6' 2""",246 lbs.,"80.0""",Orthodox,11,3,0
Bobby Nash,"6' 0""",170 lbs.,"74.0""",Orthodox,8,4,0
Reza Nasri,"5' 11""",205 lbs.,--,Orthodox,0,1,0
Nasrudin Nasrudinov,"6' 0""",205 lbs.,"71.0""",Orthodox,9,1,0
Pawel Nastula,"6' 0""",230 lbs.,--,Southpaw,5,6,0
Rafael Natal,"6' 0""",185 lbs.,"77.0""",Orthodox,21,9,1
Kevin Natividad,"5' 6""",135 lbs.,"70.0""",Orthodox,9,4,0
Ismail Naurdiev,"5' 10""",185 lbs.,"74.0""",Orthodox,24,7,0
Danny Navarro,"5' 10""",155 lbs.,--,,17,7,0
Marcio Navarro,"6' 0""",155 lbs.,--,,14,14,0
Tafon Nchukwi,"6' 0""",185 lbs.,"77.0""",Orthodox,6,4,0
Dustin Neace,"5' 9""",145 lbs.,"69.0""",,25,21,1
Josh Neal,"6' 0""",185 lbs.,--,,5,11,0
Joe Neal,"5' 6""",135 lbs.,--,,6,2,0
Geoff Neal,"5' 11""",170 lbs.,"75.0""",Southpaw,16,6,0
Stanislav Nedkov,"5' 11""",205 lbs.,"71.0""",Orthodox,12,2,0
Josh Neer,"5' 11""",170 lbs.,"72.0""",Orthodox,36,16,1
Nicolae Negumereanu,"6' 0""",205 lbs.,"78.0""",Orthodox,13,2,0
Steve Nelmark,"6' 0""",240 lbs.,--,Orthodox,2,1,0
Shane Nelson,"5' 9""",155 lbs.,"70.0""",Southpaw,16,7,0
Roy Nelson,"6' 0""",263 lbs.,"73.0""",Orthodox,22,14,0
Gunnar Nelson,"5' 11""",170 lbs.,"72.0""",Switch,19,6,1
Kyle Nelson,"5' 11""",145 lbs.,"71.0""",Switch,16,6,1
Lissette Neri,"5' 2""",145 lbs.,--,,6,4,0
Mario Neto,"6' 0""",229 lbs.,--,Orthodox,13,5,0
Antonio Braga Neto,"6' 3""",185 lbs.,"77.0""",Orthodox,9,3,0
Eduardo Neves,"6' 2""",263 lbs.,"78.0""",Orthodox,7,2,0
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,--,,33,1,0
Nick Newell,"5' 10""",155 lbs.,--,Southpaw,14,2,0
Journey Newson,"5' 5""",135 lbs.,"67.0""",Orthodox,10,5,0
Jeff Newton,"6' 2""",205 lbs.,--,Sideways,4,2,0
Carlos Newton,"5' 9""",170 lbs.,--,Orthodox,16,14,0
Emanuel Newton,"6' 1""",205 lbs.,--,,26,12,1
Francis Ngannou,"6' 4""",250 lbs.,"83.0""",Orthodox,17,3,0
Ben Nguyen,"5' 5""",125 lbs.,"65.0""",Switch,16,8,0
Steven Nguyen,"5' 11""",145 lbs.,"73.0""",Switch,9,2,0
Alex Nicholson,"6' 4""",185 lbs.,"77.0""",Orthodox,7,4,0
Bo Nickal,"6' 1""",185 lbs.,"76.0""",Southpaw,7,0,0
Mike Nickels,"6' 4""",205 lbs.,--,Orthodox,9,5,0
Matheus Nicolau,"5' 6""",125 lbs.,"66.0""",Orthodox,19,6,1
Stewart Nicoll,"5' 5""",125 lbs.,"65.0""",Orthodox,8,1,0
Jaimelene Nievera,"5' 5""",125 lbs.,--,Orthodox,7,4,0
Khomkrit Niimi,"5' 2""",125 lbs.,--,,6,10,0
Tom Niinimaki,"5' 9""",145 lbs.,"69.0""",Orthodox,22,8,1
Ramsey Nijem,"5' 11""",155 lbs.,"75.0""",Orthodox,9,6,0
Hans Nijman,"6' 0""",250 lbs.,--,Switch,9,7,0
Fedor Nikolov,--,--,--,,0,0,0
Jack Nilson,--,--,--,,2,6,0
Mats Nilsson,"6' 1""",170 lbs.,--,Orthodox,11,4,1
Guangyou Ning,"5' 4""",145 lbs.,"64.0""",Southpaw,5,4,1
Soichi Nishida,"5' 11""",320 lbs.,--,Orthodox,5,10,1
Yosuke Nishijima,"5' 9""",205 lbs.,--,Orthodox,0,5,0
Yamato Nishikawa,"5' 7""",155 lbs.,--,Orthodox,21,3,6
Akiyo Nishiura,"5' 8""",139 lbs.,--,Southpaw,13,8,1
Anthony Njokuani,"6' 1""",155 lbs.,"75.0""",Orthodox,16,12,0
Chidi Njokuani,"6' 3""",170 lbs.,"80.0""",Orthodox,25,10,0
Derrick Noble,"5' 9""",170 lbs.,--,Southpaw,27,15,1
Kyle Noblitt,"6' 2""",243 lbs.,--,,11,2,0
Pedro Nobre,"5' 5""",135 lbs.,--,,18,4,2
Jacob Noe,--,205 lbs.,--,,3,11,0
Antonio Rodrigo Nogueira,"6' 3""",240 lbs.,"77.0""",Orthodox,34,10,1
Rogerio Nogueira,"6' 2""",205 lbs.,"75.0""",Southpaw,23,10,0
Alexandre Franca Nogueira,"5' 7""",145 lbs.,--,Orthodox,18,6,3
Talita Nogueira,"5' 10""",145 lbs.,--,,6,0,0
Kyle Noke,"6' 1""",170 lbs.,"76.0""",Southpaw,22,10,1
Tom Nolan,"6' 3""",155 lbs.,"73.0""",Southpaw,9,1,0
Nick Nolte,"6' 0""",170 lbs.,--,,5,4,0
KJ Noons,"5' 10""",155 lbs.,"70.0""",Orthodox,13,9,0
Sage Northcutt,"6' 0""",170 lbs.,"71.0""",Orthodox,11,2,0
Jan Nortje,"6' 1""",310 lbs.,--,Southpaw,2,6,0
Scott Norton,"5' 10""",170 lbs.,--,Orthodox,7,1,0
Shohei Nose,"5' 6""",135 lbs.,"68.0""",Switch,12,5,2
Jonatas Novaes,"5' 11""",170 lbs.,--,,13,5,0
Jason Novelli,"6' 0""",155 lbs.,--,Orthodox,11,3,1
Phillipe Nover,"5' 9""",145 lbs.,"72.0""",Orthodox,11,8,1
Taiyilake Nueraji,"6' 2""",170 lbs.,"75.0""",Southpaw,9,1,0
Shayilan Nuerdanbieke,"5' 8""",145 lbs.,"69.0""",Orthodox,39,12,0
Diego Nunes,"5' 6""",145 lbs.,"67.0""",Orthodox,19,7,0
Amanda Nunes,"5' 8""",135 lbs.,"69.0""",Orthodox,23,5,0
Nina Nunes,"5' 5""",125 lbs.,"64.0""",Orthodox,11,7,0
Istela Nunes,"5' 4""",115 lbs.,"66.0""",Orthodox,6,5,0
Josiane Nunes,"5' 2""",135 lbs.,"67.0""",Southpaw,10,4,0
Diyar Nurgozhay,"6' 2""",205 lbs.,"74.0""",Southpaw,10,1,0
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70.0""",Orthodox,29,0,0
Said Nurmagomedov,"5' 8""",135 lbs.,"70.0""",Orthodox,18,4,0
Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72.0""",Orthodox,17,4,1
Umar Nurmagomedov,"5' 8""",135 lbs.,"69.0""",Orthodox,18,1,0
Kennedy Nzechukwu,"6' 5""",236 lbs.,"83.0""",Southpaw,14,5,0
Jake O'Brien,"6' 3""",205 lbs.,"76.0""",Orthodox,15,4,0
TJ O'Brien,"6' 2""",155 lbs.,--,Orthodox,20,8,0
Sean O'Connell,"6' 1""",205 lbs.,"74.0""",Orthodox,17,9,0
Dan O'Connor,"5' 4""",115 lbs.,--,,6,6,0
Sean O'Haire,"6' 5""",270 lbs.,--,Orthodox,4,2,0
Sean O'Malley,"5' 11""",135 lbs.,"72.0""",Switch,18,2,0
Jeremiah O'Neal,"5' 8""",260 lbs.,--,,13,25,0
Chuck O'Neil,"6' 2""",170 lbs.,--,,17,9,0
Casey O'Neill,"5' 6""",125 lbs.,"69.0""",Orthodox,10,2,0
Brendan O'Reilly,"5' 7""",170 lbs.,"69.0""",Orthodox,6,3,0
Takahiro Oba,"5' 8""",200 lbs.,--,Southpaw,5,7,1
Nobuhiro Obiya,"5' 8""",145 lbs.,--,Orthodox,12,5,1
Jose Ochoa,"5' 7""",125 lbs.,"67.0""",Southpaw,7,1,0
Christian Ocon,"5' 8""",135 lbs.,"69.0""",Orthodox,2,1,0
Richard Odoms,"6' 5""",265 lbs.,--,Orthodox,13,3,0
Volkan Oezdemir,"6' 2""",205 lbs.,"75.0""",Orthodox,20,8,0
Kaan Ofli,"5' 7""",145 lbs.,"66.0""",Orthodox,12,4,1
Naoya Ogawa,"6' 4""",255 lbs.,--,Orthodox,7,2,0
Trey Ogden,"5' 11""",155 lbs.,"72.0""",Orthodox,18,7,0
Andy Ogle,"5' 8""",145 lbs.,"69.0""",Orthodox,9,6,0
Ho Taek Oh,--,155 lbs.,--,,7,2,1
Michiyoshi Ohara,"5' 10""",205 lbs.,--,Orthodox,0,2,0
Koji Oishi,"5' 8""",170 lbs.,--,Orthodox,25,10,10
Takayuki Okada,"6' 1""",290 lbs.,--,Orthodox,3,3,2
Yushin Okami,"6' 2""",170 lbs.,"75.0""",Southpaw,34,12,0
JJ Okanovich,"5' 11""",155 lbs.,"76.0""",Orthodox,7,1,0
Bolaji Oki,"5' 10""",155 lbs.,"73.0""",Orthodox,9,2,0
Kazuki Okubo,"5' 11""",175 lbs.,--,Orthodox,7,9,0
Masakatsu Okuda,--,--,--,,8,5,0
Aleksei Oleinik,"6' 2""",240 lbs.,"80.0""",Orthodox,60,17,1
Michal Oleksiejczuk,"6' 0""",185 lbs.,"74.0""",Southpaw,19,9,0
Rafaello Oliveira,"5' 8""",155 lbs.,"71.0""",Orthodox,17,8,0
Charles Oliveira,"5' 10""",155 lbs.,"74.0""",Orthodox,35,10,0
Jorge Oliveira,"6' 1""",205 lbs.,--,,5,3,1
Ednaldo Oliveira,"6' 5""",205 lbs.,--,Orthodox,17,3,1
Alex Oliveira,"5' 11""",170 lbs.,"76.0""",Orthodox,22,12,1
Maria Oliveira,"5' 6""",115 lbs.,"69.0""",Orthodox,13,7,0
Bruno Oliveira,"6' 4""",205 lbs.,"80.0""",Orthodox,8,2,0
Saimon Oliveira,"5' 4""",135 lbs.,"72.0""",Orthodox,18,6,0
Vinicius Oliveira,"5' 9""",135 lbs.,"70.0""",Switch,22,3,0
Ravena Oliveira,"5' 5""",115 lbs.,"65.0""",Orthodox,7,2,1
Wendell Oliveira Marques,"5' 10""",170 lbs.,--,Orthodox,29,10,0
Felipe Olivieri,"5' 9""",155 lbs.,--,Orthodox,14,5,0
Andy Ologun,"6' 0""",154 lbs.,--,Orthodox,3,1,0
Shana Olsen,"5' 7""",145 lbs.,--,,5,2,0
Casey Olson,"5' 7""",145 lbs.,--,Orthodox,14,5,0
Dennis Olson,"6' 0""",170 lbs.,--,,14,11,0
Cameron Olson,"6' 1""",205 lbs.,"75.0""",Orthodox,7,3,0
Gadzhi Omargadzhiev,"6' 1""",170 lbs.,"71.0""",Switch,13,2,0
Alan Omer,"5' 10""",145 lbs.,--,Orthodox,20,5,0
Daniel Omielanczuk,"6' 0""",247 lbs.,"74.0""",Southpaw,19,8,1
Michihiro Omigawa,"5' 6""",145 lbs.,"68.0""",Orthodox,17,14,1
David Onama,"5' 11""",145 lbs.,"74.0""",Orthodox,13,2,0
Charlie Ontiveros,"6' 2""",155 lbs.,"74.0""",Switch,11,9,0
Chibwikem Onyenegecha,"6' 3""",185 lbs.,--,Orthodox,5,0,0
Myktybek Orolbai,"5' 10""",155 lbs.,"74.0""",Orthodox,13,2,1
Sam Oropeza,"6' 2""",170 lbs.,--,,13,3,0
Brian Ortega,"5' 8""",145 lbs.,"69.0""",Switch,16,4,0
Tito Ortiz,"6' 3""",205 lbs.,"74.0""",Orthodox,19,12,1
Jorge Ortiz,"6' 0""",185 lbs.,--,Orthodox,18,9,1
